textDisplay,text_clean,text_processed,dominant_topic,sentiment_polarity,sentiment_label,likeCount
Sedikit untuk memberikan masukkan bahwa untuk diketahui tentang kesimpulan anda akan adanya darurat militer terlalu prematur karena adanya penangkapan intelijen BAIS dan KAVALERI itu terlihat adanya upaya sistematis oleh BRIMOB dimana di foto dan di viralkan penangkapan BAIS TNI dan video KAVALERI TNI dimana ini tak sesuai prosedur dimana ketika ada yang di tangkap seorang intelijen oleh institusi lain yakni BRIMOB maka harusnya di amankan kemudian di laporkan ke atasan atau komandannya apakah benar yang di tangkap anggotanya dan sedang di tugaskan kemudian dilepaskan kemudian apabila tidak ada surat penugasan maka di laporkan ke DENPOM TNI .Dan perlu di ketahui bahwa di setiap adanya demo akan ada intelijen dari berbagi institusi di TNI dan POLRI jadi seharusnya institusi negara harus saling menjaga. Dan perlu di ketahui bahwa seorang intelijen yang baik harus bisa membaur dan bergerak di masyarakat untuk mencari data-data sehingga sering ikut bersama-sama melakukan apa yang masyarakat lakukan. Kemudian tentang temuan anda ini secara ilmiah dan hasil penelitian dari berbagai platform medsos tak salah tapi yang jadi masalah harusnya lebih bijak dalam penyampaian dimana seharusnya anda melihat dari sudut pandang lainnya dimana TNI itu kenyataan di lapangan lebih humanis dalam menghadapi demonstrasi dan kalau bisa temuan anda ini sebaiknya tidak di publish dahulu sebelum anda melakukan klarifikasi atau tabbayyun kalau memang anda masih tetap ingin menyampaikan tanpa tabbayyun atau klarifikasi boleh tapi anda harus hati-hati menyimpulkannya apalagi mengatakan darurat militer dan apa untungnya TNI melakukan darurat militer bro sedangkan syarat-syarat untuk menyatakan darurat militer tidak mudah harus adanya laporan dari kepala daerah dan kepala negara yang menyatakan nggak sanggup untuk menangani demonstrasi kemudian di konsultasikan bersama antar lintas institusi kemudian di konsultasi ke DPR jadi berjenjang. Dan mengenai kritikan anda ini untuk institusi TNI dan Polri sah sah saja dan harus tapi kesimpulan anda itulah yang menyatakan akan adanya darurat militer itu justru menyebabkan adu domba antara TNI dan rakyat sehingga sangat berbahaya bro karena apabila TNI dan rakyat tidak bersatu maka bisa terjadi kegaduhan bahkan huru hara massal. Jadi kesimpulannya anda harus lebih bijak dalam menyampaikan suatu kesimpulan tentang penelitian dan temuan anda ini agar tak bisa menimbulkan hal hal yang tak di inginkan. Jadi teruslah kritis tapi jangan lupa hati-hati dan bijak dalam menyimpulkan apalagi di medsos. Dan tentang akun akun medsos itu bisa di jadikan bukti-bukti tapi yang harusnya hati-hati untuk menyatakan adanya darurat militer walaupun itu bisa saja terjadi tapi harusnya anda untuk lebih bijak untuk menyatakan darurat militer. Dan perlu anda tahu bahwa yang seharusnya yang anda kritisi adalah tentang demokrasi kapitalis yang di anut oleh Indonesia dimana dimanapun negara menganut demokrasi kapitalis akan selalu ada kegaduhan jadi akan lebih baik kembali ke UUD 1945 yang asli dimana pendiri bangsa telah merumuskan  walaupun dengan berbagai kekurangan.,masukkan kesimpulan darurat militer prematur penangkapan intelijen bais kavaleri upaya sistematis brimob dimana foto viralkan penangkapan bais tni video kavaleri tni dimana sesuai prosedur dimana tangkap intelijen institusi brimob amankan laporkan atasan komandannya tangkap anggotanya tugaskan dilepaskan surat penugasan laporkan denpom tni ketahui demo intelijen berbagi institusi tni polri institusi negara menjaga ketahui intelijen membaur bergerak masyarakat mencari data data masyarakat lakukan temuan ilmiah hasil penelitian platform medsos salah bijak penyampaian dimana sudut pandang dimana tni kenyataan lapangan humanis menghadapi demonstrasi temuan publish klarifikasi tabbayyun tabbayyun klarifikasi hati hati menyimpulkannya darurat militer untungnya tni darurat militer syarat syarat darurat militer mudah laporan kepala daerah kepala negara nggak sanggup menangani demonstrasi konsultasikan lintas institusi konsultasi dpr berjenjang kritikan institusi tni polri sah sah kesimpulan darurat militer menyebabkan adu domba tni rakyat berbahaya tni rakyat bersatu kegaduhan huru hara massal kesimpulannya bijak kesimpulan penelitian temuan menimbulkan teruslah kritis lupa hati hati bijak menyimpulkan medsos akun akun medsos jadikan bukti bukti hati hati darurat militer bijak darurat militer kritisi demokrasi kapitalis anut indonesia dimana dimanapun negara menganut demokrasi kapitalis kegaduhan uud asli dimana pendiri bangsa merumuskan kekurangan,sedikit untuk memberikan masukkan bahwa untuk diketahui tentang kesimpulan kamu akan adanya darurat militer terlalu prematur karena adanya penangkapan intelijen bais dan kavaleri itu terlihat adanya upaya sistematis oleh brimob dimana di foto dan di viralkan penangkapan bais tni dan video kavaleri tni dimana ini tak sesuai prosedur dimana ketika ada yang di tangkap seorang intelijen oleh institusi lain yakni brimob maka harusnya di amankan kemudian di laporkan ke atasan atau komandannya apakah benar yang di tangkap anggotanya dan sedang di tugaskan kemudian dilepaskan kemudian apabila tidak ada surat penugasan maka di laporkan ke denpom tni .dan perlu di ketahui bahwa di setiap adanya demo akan ada intelijen dari berbagi institusi di tni dan polri jadi seharusnya institusi negara harus saling menjaga. dan perlu di ketahui bahwa seorang intelijen yang baik harus bisa membaur dan bergerak di masyarakat untuk mencari data-data sehingga sering ikut bersama-sama melakukan apa yang masyarakat lakukan. kemudian tentang temuan kamu ini secara ilmiah dan hasil penelitian dari berbagai platform medsos tak salah tapi yang jadi masalah harusnya lebih bijak dalam penyampaian dimana seharusnya kamu melihat dari sudut pandang lainnya dimana tni itu kenyataan di lapangan lebih humanis dalam menghadapi demonstrasi dan kalau bisa temuan kamu ini sebaiknya tidak di publish dahulu sebelum kamu melakukan klarifikasi atau tabbayyun kalau memang kamu masih tetap ingin menyampaikan tanpa tabbayyun atau klarifikasi boleh tapi kamu harus hati-hati menyimpulkannya apalagi mengatakan darurat militer dan apa untungnya tni melakukan darurat militer bro sedangkan syarat-syarat untuk menyatakan darurat militer tidak mudah harus adanya laporan dari kepala daerah dan kepala negara yang menyatakan nggak sanggup untuk menangani demonstrasi kemudian di konsultasikan bersama antar lintas institusi kemudian di konsultasi ke dpr jadi berjenjang. dan mengenai kritikan kamu ini untuk institusi tni dan polri sah sah saja dan harus tapi kesimpulan kamu itulah yang menyatakan akan adanya darurat militer itu justru menyebabkan adu domba antara tni dan rakyat sehingga sangat berbahaya bro karena apabila tni dan rakyat tidak bersatu maka bisa terjadi kegaduhan bahkan huru hara massal. jadi kesimpulannya kamu harus lebih bijak dalam menyampaikan suatu kesimpulan tentang penelitian dan temuan kamu ini agar tak bisa menimbulkan hal hal yang tak di inginkan. jadi teruslah kritis tapi jangan lupa hati-hati dan bijak dalam menyimpulkan apalagi di medsos. dan tentang akun akun medsos itu bisa di jadikan bukti-bukti tapi yang harusnya hati-hati untuk menyatakan adanya darurat militer walaupun itu bisa saja terjadi tapi harusnya kamu untuk lebih bijak untuk menyatakan darurat militer. dan perlu kamu tahu bahwa yang seharusnya yang kamu kritisi adalah tentang demokrasi kapitalis yang di anut oleh indonesia dimana dimanapun negara menganut demokrasi kapitalis akan selalu ada kegaduhan jadi akan lebih baik kembali ke uud 1945 yang asli dimana pendiri bangsa telah merumuskan walaupun dengan berbagai kekurangan.,4,-1,Negatif,0
Sehat selalu tetap semangat mas Ferry 👍,sehat semangat ferry,sehat selalu tetap semangat mas ferry 👍,5,1,Positif,0
"Rambut yg menghalangi jidat coba di buka bang, mhn maaf agak mengganggu...",rambut menghalangi jidat coba buka mhn maaf mengganggu,"rambut yang menghalangi jidat coba di buka bang, mhn maaf agak mengganggu...",4,-1,Negatif,0
Tujuannya ga mungkin DOM....tujuannya adalah menjatuhkan prabowo dan menunjuk gibran sebagai gantinya....semua kerusuhan adalah ulah geng solo untuk menguasai pemerintahan.,tujuannya dom tujuannya menjatuhkan prabowo gibran gantinya kerusuhan ulah geng solo menguasai pemerintahan,tujuannya tidak mungkin dom....tujuannya adalah menjatuhkan prabowo dan menunjuk gibran sebagai gantinya....semua kerusuhan adalah ulah geng solo untuk menguasai pemerintahan.,1,-1,Negatif,0
"Klo saya lebih baik darurat militer,keadaan negara kita genting karna koruptor😂emang darurat militer tni mau bunuh rakyat.klo tujuan nya baik,hrs di dukung.polisi gak sanggup membasmi pejahat bangsa,tni yg hrs harus turun membasmi penjahat negara.",darurat militer negara genting koruptor emang darurat militer tni bunuh rakyat tujuan dukung polisi sanggup membasmi pejahat bangsa tni turun membasmi penjahat negara,"kalau saya lebih baik darurat militer,keadaan negara kita genting karena koruptor😂emang darurat militer tni mau bunuh rakyat.klo tujuan nya baik,hrs di dukung.polisi tidak sanggup membasmi pejahat bangsa,tni yang harus harus turun membasmi penjahat negara.",2,-1,Negatif,0
"dprnya korup krn kerusakan moral rakyat yg bermental budak, aneh rakyat indonesia ini cocoknya jd rakyat prindavan , mereka yg pilih wakil mereka yg korup2 tp mereka pula yg teriak2 terzalimi,  sesuai moto demokrasi , dari rakyat(kerusakan), oleh rakyat(kerusakan) dan untuk rakyat(kerusakan), so asal kebobrokan ini dari rakyat dan rakyat yg memelihara kebobrokan ini dan rakyatlah yg merasakan sendiri jerihpayaj tangan tangan mereka😂😂😂",dprnya korup kerusakan moral rakyat bermental budak aneh rakyat indonesia cocoknya rakyat prindavan pilih wakil korup teriak terzalimi sesuai moto demokrasi rakyat kerusakan rakyat kerusakan rakyat kerusakan kebobrokan rakyat rakyat memelihara kebobrokan rakyatlah merasakan jerihpayaj tangan tangan,"dprnya korup karena kerusakan moral rakyat yang bermental budak, aneh rakyat indonesia ini cocoknya jadi rakyat prindavan , mereka yang pilih wakil mereka yang korup2 tp mereka pula yang teriak2 terzalimi, sesuai moto demokrasi , dari rakyat(kerusakan), oleh rakyat(kerusakan) dan untuk rakyat(kerusakan), so asal kebobrokan ini dari rakyat dan rakyat yang memelihara kebobrokan ini dan rakyatlah yang merasakan sendiri jerihpayaj tangan tangan mereka😂😂😂",2,-1,Negatif,0
Termul paham ga sih?,termul paham,termul paham tidak sih?,4,-1,Negatif,1
"Pintar bapak ini klu ngomong, tp belum tentu jujur klu dia diberikan amanah",pintar ngomong jujur amanah,"pintar bapak ini kalau ngomong, tp belum tentu jujur kalau dia diberikan amanah",1,-1,Negatif,0
"Maaf bg, Keadilan sosial bagi seluruh rakyat Indonesia udah lama mati. Masih aja percaya keadilan, kapan sih Indonesia pintar..",maaf keadilan sosial rakyat indonesia mati percaya keadilan indonesia pintar,"maaf bg, keadilan sosial bagi seluruh rakyat indonesia sudah lama mati. masih saja percaya keadilan, kapan sih indonesia pintar..",3,-1,Negatif,0
Setiap perkataan manusia pasti dipertanggung jawabkan. Semoga anda bisa menanggung apa yang anda ucapkan mas ferry,perkataan manusia dipertanggung jawabkan semoga menanggung ucapkan ferry,setiap perkataan manusia pasti dipertanggung jawabkan. semoga kamu bisa menanggung apa yang kamu ucapkan mas ferry,4,1,Positif,0
sosok mau jadi pahlawan tai lo,sosok pahlawan tai,sosok mau jadi pahlawan tai lo,5,-1,Negatif,0
Diam aja kau. Argumen lu hanya tentang t4i😅,diam argumen,diam saja kau. argumen kamu hanya tentang t4i😅,3,-1,Negatif,0
​@AWEMBAWE😅😅😅10 TAHUN JOKOWI BERKUASA FERI HANYA DIAM......APA INI SKENARIO BUZZER&quot;&quot;&quot;&quot;&quot; PROJO AKAN MELENGSERKAN PRABOWO....,jokowi berkuasa feri diam skenario buzzer quot quot quot quot quot projo melengserkan prabowo,​😅😅😅10 tahun jokowi berkuasa feri hanya diam......apa ini skenario buzzer&quot;&quot;&quot;&quot;&quot; projo akan melengserkan prabowo....,1,-1,Negatif,0
"Koruptor sekelas rizha chalid setya novanto dll itu harusnya di tangkap massa, jangan lepasin anak istri koruptor patut di tangkap massa juga, karena selama ini koruptor dilindungi oleh negara melalui undang-undang yg meringankan hukuman koruptor, karena yg bikin undang-undang itu DPR yg notabene kepanjangan tangan koruptor",koruptor sekelas rizha chalid setya novanto dll tangkap massa lepasin anak istri koruptor patut tangkap massa koruptor dilindungi negara undang undang meringankan hukuman koruptor bikin undang undang dpr notabene kepanjangan tangan koruptor,"koruptor sekelas rizha chalid setya novanto dll itu harusnya di tangkap massa, jangan lepasin anak istri koruptor patut di tangkap massa juga, karena selama ini koruptor dilindungi oleh negara melalui undang-undang yang meringankan hukuman koruptor, karena yang bikin undang-undang itu dpr yang notabene kepanjangan tangan koruptor",1,-1,Negatif,0
❤❤❤rakyat mulai bebas bicara,rakyat bebas bicara,❤❤❤rakyat mulai bebas bicara,2,0,Netral,0
BAIS TNI ga mau ngaku jika mereka terlibat.,bais tni ngaku terlibat,bais tni tidak mau ngaku jika mereka terlibat.,5,-1,Negatif,0
PROVOKATOR... UDAH PANTAS KALAU DITANGKAP.,provokator ditangkap,provokator... sudah pantas kalau ditangkap.,4,-1,Negatif,0
"Orang yang punya kekuasaan itu cenderung arogan, mendengan kalimat2 ini pasti tersulut. Semoga baik2 saja mas ferry kecintaan anda terhadap bangsa sangat tinggi.",orang kekuasaan cenderung arogan mendengan kalimat tersulut semoga ferry kecintaan bangsa,"orang yang punya kekuasaan itu cenderung arogan, mendengan kalimat2 ini pasti tersulut. semoga baik2 saja mas ferry kecintaan kamu terhadap bangsa sangat tinggi.",5,1,Positif,0
Terimakasih bung Ferry pencerahannya.,terimakasih ferry pencerahannya,terimakasih bung ferry pencerahannya.,4,1,Positif,0
"Presiden 🇮🇩 dijadwalkan berpidato di sidang umum PBB 23 SEPTEMBER ini, lalu sblm berangkat Presiden merencanakan darurat militer di 🇮🇩 awal SEPTEMBER ini.<br><br>Kemungkinannya hanya 2, Prabowo benar2 gila atau Ferry benar2 sesat (&amp; menyesatkan)",presiden dijadwalkan berpidato sidang pbb september sblm berangkat presiden merencanakan darurat militer september prabowo gila ferry sesat amp menyesatkan,"presiden 🇮🇩 dijadwalkan berpidato di sidang umum pbb 23 september ini, lalu sblm berangkat presiden merencanakan darurat militer di 🇮🇩 awal september ini. kemungkinannya hanya 2, prabowo benar2 gila atau ferry benar2 sesat (&amp; menyesatkan)",2,0,Netral,0
"1. Dasarnya apa kok fery melegitimasi  akan ada rencana darurat militer   ?<br>Kalau hanya berdasar  informasi  media sosial, menurut saya validasi beritanya masih dipertanyakan. <br><br>2. Saya suka mendengar analisis geopolitik Anton permana &amp; Mardigu bossman, menurut saya dasar dasar analisa beliau tidak mengarah ke darurat militer<br><br>3. Kalau menurut saya analisis maupun narasi Fery terlalu prematur, tanpa ada dasar ilmu Geopolitik &amp; Geostrategy yg memadai<br><br>4. Bagi kami narasi fery yg prematur perlu diperbaiki dengan ilmu ilmu geopolitik &amp; geostrategi, perlu belajar kepada para pakar. Sehingga tidak memuat narasi yg menduga duga dalam sudut pandang yg sempit.",dasarnya fery melegitimasi rencana darurat militer berdasar informasi media sosial validasi beritanya suka mendengar analisis geopolitik anton permana amp mardigu bossman dasar dasar analisa beliau mengarah darurat militer analisis narasi fery prematur dasar ilmu geopolitik amp geostrategy memadai narasi fery prematur diperbaiki ilmu ilmu geopolitik amp geostrategi belajar pakar memuat narasi menduga duga sudut pandang sempit,"1. dasarnya apa kok fery melegitimasi akan ada rencana darurat militer ? kalau hanya berdasar informasi media sosial, menurut saya validasi beritanya masih dipertanyakan. 2. saya suka mendengar analisis geopolitik anton permana &amp; mardigu bossman, menurut saya dasar dasar analisa beliau tidak mengarah ke darurat militer 3. kalau menurut saya analisis maupun narasi fery terlalu prematur, tanpa ada dasar ilmu geopolitik &amp; geostrategy yang memadai 4. bagi kami narasi fery yang prematur perlu diperbaiki dengan ilmu ilmu geopolitik &amp; geostrategi, perlu belajar kepada para pakar. sehingga tidak memuat narasi yang menduga duga dalam sudut pandang yang sempit.",2,-1,Negatif,0
"cek nepal bang, itulah yang terjadi jika darurat militer terjadi, banyak manyarakat tewas",cek nepal darurat militer manyarakat tewas,"cek nepal bang, itulah yang terjadi jika darurat militer terjadi, banyak manyarakat tewas",2,-1,Negatif,0
"Kejadian di Nepal berbeda dengan di Indonesia. <br><br>Dari video HABIB RIZIEQ SHIHAB, dapat dipelajari dan dipahami bahwa yg memberi usulan darurat militer adalah SOSOK TERMUL ​yg menjadi pembisik Prabowo. <br>Dan SOSOK TERMUL tersebut ketika jokowi menjabat SANGAT MEMUSUHI PARA ULAMA . <br>Maka Para Ulama inilah yang nasehati Prabowo untuk tidak ikuti SOSOK TERMUL tersebut. <br><br>Tapi justru di media digoreng narasinya bahwa darurat militer diusulkan oleh TNI.",kejadian nepal berbeda indonesia video habib rizieq shihab dipelajari dipahami usulan darurat militer sosok termul pembisik prabowo sosok termul jokowi menjabat memusuhi ulama ulama nasehati prabowo ikuti sosok termul media digoreng narasinya darurat militer diusulkan tni,"kejadian di nepal berbeda dengan di indonesia. dari video habib rizieq shihab, dapat dipelajari dan dipahami bahwa yang memberi usulan darurat militer adalah sosok termul ​yg menjadi pembisik prabowo. dan sosok termul tersebut ketika jokowi menjabat sangat memusuhi para ulama . maka para ulama inilah yang nasehati prabowo untuk tidak ikuti sosok termul tersebut. tapi justru di media digoreng narasinya bahwa darurat militer diusulkan oleh tni.",4,-1,Negatif,0
Reformasi atau Revolusi bang? 🤔,reformasi revolusi,reformasi atau revolusi bang? 🤔,5,0,Netral,0
Semoga Allah Melindungi Orang-Orang yang waras akan kebenaran.,semoga allah melindungi orang orang waras kebenaran,semoga allah melindungi orang-orang yang waras akan kebenaran.,5,1,Positif,0
Peristiwa Rakyat Nepal sbgai inspirasi Rakyat negara manapun yang dipimpin Rezim Mafia Koruptor,peristiwa rakyat nepal sbgai inspirasi rakyat negara manapun dipimpin rezim mafia koruptor,peristiwa rakyat nepal sbgai inspirasi rakyat negara manapun yang dipimpin rezim mafia koruptor,2,0,Netral,1
Bang lu masuk berita di tipi,masuk berita tipi,bang kamu masuk berita di tipi,2,0,Netral,0
Pak Veri aku kok suka setiap kata2 mu❤❤ semoga selalu dilindungi gusti ALLAH 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,veri suka semoga dilindungi gusti allah,pak veri saya kok suka setiap kata2 mu❤❤ semoga selalu dilindungi gusti allah 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,5,1,Positif,2
