Source,Target
ahmadjafar4961,BintangXDHati2
antoniusjupiker2424,BERBATANKs
antoniusjupiker2424,heriahmad141
vinkosp,BERBATANKs
vinkosp,PengemarBerat-pd1csada
muafa1499,BERBATANKs
muafa1499,heriahmad141
AhlanSouqin,BERBATANKs
Andrian2-5,BERBATANKs
Andrian2-5,fadhCorphati-hati
testok2025,BERBATANKs
testok2025,kyuunspark2392tolol
WarRobotsGameroom,BERBATANKs
WarRobotsGameroom,heriahmad141
liam-w9k1z,BERBATANKs
winz8354,BERBATANKs
winz8354,kyuunspark2392
Justyoneonion,BERBATANKs
Justyoneonion,heriahmad141
Justyoneonion,힐만94ups
TengkuPangeran,BERBATANKs
TengkuPangeran,fadhCorp
TengkuPangeran,힐만94jerom
Gun-r5y,BERBATANKs
qesavofernanda2259,BERBATANKs
qesavofernanda2259,kyuunspark2392E.
Lovemmmuah,BERBATANKs
violetevergarden1735,BERBATANKs
violetevergarden1735,힐만94jadi
suswanto4589,BERBATANKs
suswanto4589,kyuunspark2392dukung
RL.animals,BERBATANKs
gamtazy,BERBATANKs
gamtazy,kyuunspark2392
NuyakKayun-r9s,BERBATANKs
fauzanreyhan,BERBATANKs
fauzanreyhan,heriahmad141kalau
Artur-g8t,BERBATANKs
Artur-g8t,heriahmad141dari
aiirawrr,BERBATANKs
aiirawrr,yugo_sans
noOne-freaky,BERBATANKs
noOne-freaky,heriahmad141cair
takisrobot,BERBATANKs
nifakartint5995,BERBATANKs
nifakartint5995,heriahmad141lu
bithabercerita,BERBATANKs
bithabercerita,heriahmad141ditukar
TheYours1.1,BERBATANKs
taniaaprilia8567,BERBATANKs
taniaaprilia8567,JohnSmith-hm8xlbuzzer
rezadroidjr,BERBATANKs
tyasprihatin7561,BERBATANKs
tyasprihatin7561,kyuunspark2392
tyasprihatin7561,JohnSmith-hm8xl
wakwokwakwoknotonlitokdetok,BERBATANKs
muhimingojali2003,BERBATANKs
Yoksz11,BERBATANKs
Yoksz11,heriahmad141lu
rz_editz8929,BERBATANKs
rz_editz8929,kyuunspark2392penengah
Indra-je7bt,BERBATANKs
weare5263,BERBATANKs
weare5263,yugo_sansyow
andikalfs,BERBATANKs
andikalfs,kyuunspark2392kenapa
Rizwanxd-e9b,BERBATANKs
Rizwanxd-e9b,heriahmad141
accsstore32,BERBATANKs
chicaoy,BERBATANKs
chicaoy,heriahmad141elu
chicaoy,kyuunspark2392indonesia
syafk4218,BERBATANKs
syafk4218,kyuunspark2392
Yesslyn,BERBATANKs
Yesslyn,heriahmad141elu
syafk4218,heriahmad141
hajaraswad6833,BERBATANKs
hajaraswad6833,heriahmad141buzzer
SuryaSeptian-et7yn,BERBATANKs
SuryaSeptian-et7yn,heriahmad141org
nursyamsi6503,BERBATANKs
nursyamsi6503,heriahmad141buzzer
nursyamsi6503,힐만94buzzer
barolandnirwana714,BERBATANKs
barolandnirwana714,heriahmad141ini
IronMan-pw2uz,BERBATANKs
ibnumaliki807,BERBATANKs
ibnumaliki807,heriahmad141kampret
quotesforlyfe1149,BERBATANKs
quotesforlyfe1149,heriahmad141heri
NayNawamraf,BERBATANKs
NayNawamraf,kyuunspark2392
ibnumaliki807,kyuunspark2392dia
cantholdmyfart,BERBATANKs
cantholdmyfart,heriahmad141berarti
cantholdmyfart,kyuunspark2392malah
SETSUNAFSEIEI885,BERBATANKs
Bagus_Al_Hakim,BERBATANKs
RaanaaNuya,BERBATANKs
RaanaaNuya,heriahmad141lu
LittleStar-i7l,BERBATANKs
dandipratama8483,BERBATANKs
dandipratama8483,heriahmad141bapak
denitasari2154,BERBATANKs
denitasari2154,힐만94
muhammadzaki6828,BERBATANKs
muhammadzaki6828,힐만94bukan
LittleStar-i7l,Bagus_Al_Hakim
Kiarapramesty,BERBATANKs
Kiarapramesty,heriahmad141orang
Miqu-q6c,BERBATANKs
Miqu-q6c,nawasenaacintyandak
yudhis13,BERBATANKs
yudhis13,heriahmad141lu
calonpengamat,BERBATANKs
calonpengamat,heriahmad141ferry
ciedie3,BERBATANKs
rifatirfani,BERBATANKs
rifatirfani,JohnSmith-hm8xllah
thalitasarahalfiah4152,BERBATANKs
thalitasarahalfiah4152,kyuunspark2392dukung
erlinwijaya2806,BERBATANKs
erlinwijaya2806,heriahmad141..ngomong
unfxd-path,BERBATANKs
unfxd-path,BintangXDbuzzer
adjiew3901,BERBATANKs
MitycalGlory-k1f,BERBATANKs
MitycalGlory-k1f,kyuunspark2392
sharon.justitia,BERBATANKs
jinujr944,BERBATANKs
jinujr944,kyuunspark2392goblok
Gaca-28,BERBATANKs
Gaca-28,kyuunspark2392lu
anulvcky5894,BERBATANKs
janarnurrohmiati3560,BERBATANKs
artzundi8503,BERBATANKs
artzundi8503,heriahmad141kau
nagaterbang02,BERBATANKs
nagaterbang02,kyuunspark2392
sharon.justitia,anulvcky5894
solo.1st,BERBATANKs
solo.1st,kyuunspark2392
chillaxmee,BERBATANKs
chillaxmee,heriahmad141
IlhamMaualanaAchya,BERBATANKs
IlhamMaualanaAchya,yugo_sanshuu
BudiAwan-e2k,BERBATANKs
ahmadfaiqhandazi28,BERBATANKs
ahmadfaiqhandazi28,heriahmad141siaaaa
kingsad8012,BERBATANKs
irsyadmuhammad7744,BERBATANKs
igustingurahagunggedeadina1190,BERBATANKs
nisaululya,BERBATANKs
nisaululya,kyuunspark2392yg
mulccyonoo745,BERBATANKs
nizruliman7736,BERBATANKs
iqbalqinaldysolehidin3634,BERBATANKs
maryantisapitri9160,BERBATANKs
maryantisapitri9160,ucok_merdetni
ste5p,BERBATANKs
ste5p,Voyneee
muhammadsayid3963,BERBATANKs
muhammadsayid3963,kyuunspark2392dedi
JebJob,BERBATANKs
JebJob,ucok_merdetprepeet...buuz.
anggaraputra2888,BERBATANKs
ardinugroho8376,BERBATANKs
tumbalff6414,BERBATANKs
valdis0609,BERBATANKs
D4WSONS,BERBATANKs
D4WSONS,ucok_merdetjijik
Moonlight-Manhwa,BERBATANKs
Moonlight-Manhwa,kyuunspark2392
D4WSONS,desainbangun3885FI
rafiqchannel1530,BERBATANKs
rafiqchannel1530,JohnSmith-hm8xl
endah9612,BERBATANKs
endah9612,kyuunspark2392ngapain
gehemehe6056,BERBATANKs
ikatanwartawanIndonesia,BERBATANKs
tumbalff6414,kyuunspark2392tidak
Asrulgabir,BERBATANKs
sultankimjongun6230,BERBATANKs
NK-ec3lc,BERBATANKs
feryrizkyrukmana9048,BERBATANKs
kyuunspark2392,BintangXD
kyuunspark2392,donzdf5461
kyuunspark2392,isalbob
kyuunspark2392,aimarginola5994
kyuunspark2392,ilhamanto2227
kyuunspark2392,winz8354
kyuunspark2392,andikalfs
kyuunspark2392,syafk4218
erica-njz,BERBATANKs
VeldaNavats,BERBATANKs
VeldaNavats,kyuunspark2392dukung
zoelkh,BERBATANKs
samsuwarlis,BERBATANKs
samsuwarlis,kyuunspark2392Prabowo
rhivarch,BERBATANKs
rhivarch,BERBATANKssemua
allejandroEman,BERBATANKs
allejandroEman,rhivarchorang2
ahmadgunturr8179,BERBATANKs
ahmadgunturr8179,Voyneeeni
triespras9893,BERBATANKs
triespras9893,desainbangun3885hahaha
farisnaufalhabibi5013,BERBATANKs
farisnaufalhabibi5013,kyuunspark2392Megawati
BLEUOCEAN-l2j,BERBATANKs
BLEUOCEAN-l2j,RidoPanjaBenar
Nandistorikuli,BERBATANKs
Nandistorikuli,Voyneeeganeng
Nandistorikuli,kyuunspark2392ari
andimenhy4506,BERBATANKs
andimenhy4506,kyuunspark2392elu
Rain_9908,BERBATANKs
Rain_9908,kyuunspark2392ini
rakyatkecil_,BERBATANKs
rajaduniaakhirat,BERBATANKs
latifahmirza,BERBATANKs
latifahmirza,amakwaridprettt
bad-goyimm,BERBATANKs
bad-goyimm,kyuunspark2392
kyuunspark2392,farisnaufalhabibi5013
kyuunspark2392,Rain_9908
nurrahmannurrahman4238,BERBATANKs
nurrahmannurrahman4238,kyuunspark2392hahaha
ninoryu8585,BERBATANKs
ninoryu8585,kyuunspark2392
anggurmerah4836,BERBATANKs
anggurmerah4836,kyuunspark2392pasti
thebestmamita,BERBATANKs
charlibernando7917,BERBATANKs
charlibernando7917,Asepsepsurisepbagus
limpasuphone935,BERBATANKs
limpasuphone935,kyuunspark2392
Al-yi7jl,BERBATANKs
Kepalapundaklututkaki,BERBATANKs
Kepalapundaklututkaki,brorob-rf8gmwkwkwk
nerimorejeki,BERBATANKs
nerimorejeki,yugo_sansjustru
cvdinamika9634,BERBATANKs
achmadyani5690,BERBATANKs
maulanadaffabhagaskara,BERBATANKs
maulanadaffabhagaskara,Voyneeekamu
maulanadaffabhagaskara,kyuunspark2392trus
fininwahdiyani2941,BERBATANKs
cahyogunakan277,BERBATANKs
cahyogunakan277,kyuunspark2392anies
VollyAnto,dediqubuzer
LLLLlll__0000,NdhlahomMandhlahom
JeonChan_PhD.,yudiarmanda9064
LLLLlll__0000,aridonat2686
aridonat2686,aridonat2686
aridonat2686,LLLLlll__0000gw
AntiPembodohan,AntiPembodohan
kaniagitadewi35,bocahungu8874
LLLLlll__0000,bocahungu8874
muhammadfauzan194,bocahungu8874
LLLLlll__0000,7intaputih936
dedeyusuf223,Sifat_Asli
ahmadnursalimimamsyafii2556,Sifat_Asli
Sifat_Asli,Sifat_Asli
Sifat_Asli,dedeyusuf223berisik
Red-Broccoli13,Sifat_Asli
HU_Fans,Sifat_Asli
HU_Fans,dedeyusuf223
Alauddin-2025-graduated,Sifat_Asli
Cecheng,Sifat_Asli
Cecheng,dedeyusuf223
Cecheng,Alauddin-2025-graduatedbuzzer
rantygaming4552,Sifat_Asli
arolsy,Sifat_Asli
arolsy,Alauddin-2025-graduatedbuzzer
nephyputera8054,Sifat_Asli
ylvars116,Sifat_Asli
ylvars116,Alauddin-2025-graduated
kalizoldyck,Sifat_Asli
ayahazraboysak3727,Sifat_Asli
ayahazraboysak3727,dedeyusuf223
gopayanccell9771,Sifat_Asli
gopayanccell9771,Alauddin-2025-graduated
kipasin4432,ozzy833
rengkuhajinugroho9907,ozzy833
la-bandiera,ozzy833
Hybi_Ram,POSEIDON-HADES-n7l
RamanSyach-s2f,mrrachmat2761
gatotkaca-d7r,mrrachmat2761
Restu29,mrrachmat2761
handoyo7331,mrrachmat2761
handoyo7331,gatotkaca-d7rBro
Raja8ball,mrrachmat2761
Raja8ball,gatotkaca-d7rPPN
hamdan64x2,mrrachmat2761
mrrachmat2761,mrrachmat2761
mrrachmat2761,gatotkaca-d7r
gatotkaca-d7r,mrrachmat2761brt
rezasembodo7093,deonechan
Jerapahsebat-YCG,k4ratachi
rakatfqrhmn853,rakatfqrhmn853
allejandroEman,MasyarakatAlternativEasyRunr
ahnafadibb,MasyarakatAlternativEasyRunr
ahnafadibb,allejandroEmanmau
rangga.syhghni,MasyarakatAlternativEasyRunr
rangga.syhghni,allejandroEmanwkwkwk
AwanAdas,MasyarakatAlternativEasyRunr
AwanAdas,ahnafadibb
AbdelHaq-m4w,MasyarakatAlternativEasyRunr
AbdelHaq-m4w,allejandroEmanprovok
allejandroEman,soeseno7
YellowHappyFace,soeseno7
YellowHappyFace,allejandroEmanlebih
candrakurniawan6813,soeseno7
mahendraalwy02,soeseno7
mahendraalwy02,allejandroEman
cggrtsbvrsleep,soeseno7
cggrtsbvrsleep,allejandroEmanPROVOKKKKKK
GojoSatoru-r4p8e,soeseno7
GojoSatoru-r4p8e,allejandroEman
tokosusu5268,soeseno7
HandsomeMan-i4b,soeseno7
Andika-q2g,soeseno7
Andika-q2g,allejandroEmanbuzzer²
Pangerannnnnn7,soeseno7
Pangerannnnnn7,allejandroEman
Goodmood19,soeseno7
iwandato195,soeseno7
jjs529,soeseno7
uuiiinn,soeseno7
raditedite,soeseno7
raditedite,allejandroEman
MasGibranBeler,soeseno7
ilhamamelz5159,soeseno7
BaraGulla,soeseno7
BaraGulla,allejandroEman
Asal0mle,soeseno7
MasGibranBeler,tokosusu5268
MissSuwardhi,soeseno7
rts9876,soeseno7
IndaraRiyaba-lg8sq,soeseno7
IndaraRiyaba-lg8sq,allejandroEmanprovokator
bagus138,soeseno7
bagus138,allejandroEman
mr.nobody12.3,soeseno7
alvintabliqh6779,soeseno7
alvintabliqh6779,allejandroEmanhqlah
dannyramdhan5533,soeseno7
whyaji674,soeseno7
whyaji674,ilhamamelz5159iya
ucok_merdet,soeseno7
Alqoyimofficial,soeseno7
dandi50_-,soeseno7
dandi50_-,allejandroEman
zessper,soeseno7
zessper,allejandroEmannah
michiajadeh,soeseno7
michiajadeh,allejandroEmanikn
EveAntoinette04,soeseno7
EveAntoinette04,tokosusu5268Udah
EveAntoinette04,ilhamamelz5159lu
bukannabi-z3z,soeseno7
asalaja9541,soeseno7
lilyy5386,soeseno7
lilyy5386,allejandroEmanuda
arkub0589,soeseno7
arkub0589,allejandroEmanrusuh
Cecheng,soeseno7
Cecheng,allejandroEmanbuzzer
liam-w9k1z,soeseno7
Karbit_173,soeseno7
DaniHermantooid,soeseno7
DaniHermantooid,allejandroEman
RizkyAditya25-m6o4d,soeseno7
roonhugcom2001,soeseno7
roonhugcom2001,allejandroEman
DaniHermantooid,RizkyAditya25-m6o4d
NayNawamraf,soeseno7
NayNawamraf,allejandroEman
1-4halo75,soeseno7
zeinrusli,soeseno7
zeinrusli,allejandroEmanbasi
jianekoariyanto4042,soeseno7
selamats6780,soeseno7
selamats6780,allejandroEmanberani
jonoyono-f7n,soeseno7
jonoyono-f7n,roonhugcom2001tangkapppp
mdl508,soeseno7
mdl508,allejandroEman
desiicantii,soeseno7
desiicantii,allejandroEmanBUACOTTTTT
PonimanLexus,soeseno7
Hardest_Farm_House,soeseno7
Hardest_Farm_House,allejandroEmanini
ikatanwartawanIndonesia,soeseno7
aihub6639,soeseno7
aihub6639,allejandroEman
kkkk-xk6lp,soeseno7
kkkk-xk6lp,allejandroEman
risendihasanain11,soeseno7
risendihasanain11,allejandroEmanjalan
FatmaWati-ue1ke,soeseno7
FatmaWati-ue1ke,ilhamamelz5159iya
wildnature0323,soeseno7
wildnature0323,tokosusu5268Ormas
zoelkh,soeseno7
KuroNekoooo-q8t,soeseno7
KuroNekoooo-q8t,allejandroEmanakun
karyono6758,soeseno7
Tukang_ladenin_Haters,soeseno7
Tukang_ladenin_Haters,allejandroEmannah
Nandistorikuli,soeseno7
Nandistorikuli,allejandroEmansia
Nandistorikuli,tokosusu5268tewak
rahmaddarmawan9575,soeseno7
rahmaddarmawan9575,allejandroEman
sugiyonosugiyono-bj2eq,soeseno7
sugiyonosugiyono-bj2eq,allejandroEmansebaiknya
sabrinasherine4889,soeseno7
sabrinasherine4889,ajisakaangomong
rehanmokodompit3224,soeseno7
rehanmokodompit3224,allejandroEmanDasar
TitikTitik.Noda21,soeseno7
TitikTitik.Noda21,ilhamamelz5159
SamuelChrist25,soeseno7
SamuelChrist25,allejandroEmanga
AdiAbdulrosid,soeseno7
AdiAbdulrosid,RizkyAditya25-m6o4dpartai
RanggaHari-h5b,soeseno7
RanggaHari-h5b,allejandroEmankeluar
Nadyakh20,soeseno7
amrienazar1186,soeseno7
cvdinamika9634,soeseno7
nofelice,soeseno7
mamameowbali,soeseno7
mamameowbali,allejandroEmanJANGAN
abirival3605,soeseno7
abirival3605,RizkyAditya25-m6o4dbapak
PutrieApriyani,soeseno7
PutrieApriyani,allejandroEmanini
pujisurya14,aldyindrafirmansyah6853
weasleydollie13467,weasleydollie13467
akhmadakhsan99,Reondrick
didikrahmat2726,Topik-Pemik
Topik-Pemik,Topik-Pemik
Topik-Pemik,didikrahmat2726bismillah
ianzz_z,Topik-Pemik
alvinjacob15001,Topik-Pemik
Nail-u5u,Topik-Pemik
Nail-u5u,alvinjacob15001
IntinyaSehat,Topik-Pemik
boyblez12f54,Topik-Pemik
dedeyusuf223,rafliechow
youtubekirinml7092,alvincokroaminoto
alvincokroaminoto,alvincokroaminoto
alvincokroaminoto,youtubekirinml7092ntahlah
allejandroEman,adillfan
codename6969A,adillfan
allejandroEman,pandu4977
ahmadsyahdiviselari4442,pandu4977
ahmadsyahdiviselari4442,allejandroEmanJUSTRU
blue.sky14,pandu4977
blue.sky14,allejandroEmanbuzzer
Andika-q2g,pandu4977
Nabil_Khori,pandu4977
Nabil_Khori,allejandroEmanbuzzer
rodimuce,pandu4977
rodimuce,allejandroEmanbuzzer
kidsboys29,pandu4977
ilhamg1785,pandu4977
ilhamg1785,allejandroEman
sae8034,pandu4977
sae8034,allejandroEmanbacot
aangtaryana3714,pandu4977
aangtaryana3714,allejandroEmanKamu
IntinyaSehat,pandu4977
IntinyaSehat,allejandroEmanlaporin
rantygaming4552,pandu4977
rantygaming4552,allejandroEmanCle
codename6969A,pandu4977
doooodieee,sejenak111
dedeyusuf223,earfunvisuall
Yoga-Adi-Susilo,earfunvisuall
Yoga-Adi-Susilo,dedeyusuf223
ahmadnaufalsyahbana3235,earfunvisuall
ahmadnaufalsyahbana3235,dedeyusuf223
dedeyusuf223,ahmadnaufalsyahbana3235SDM
Finger_Bread,earfunvisuall
Finger_Bread,dedeyusuf223ini
augur331,earfunvisuall
augur331,dedeyusuf223
aimarginola5994,earfunvisuall
aimarginola5994,Finger_Breadbukan
aimarginola5994,dedeyusuf223satu
sarunidwiasnati9259,earfunvisuall
Bangkududukdepan,earfunvisuall
Bangkududukdepan,dedeyusuf223
wahyuninadaamalia9380,earfunvisuall
wahyuninadaamalia9380,dedeyusuf223
rchltmedia-backup,erizaapriadi7111
dedeyusuf223,kenaryo2879
AndhikaSeptianT,kenaryo2879
AndhikaSeptianT,dedeyusuf223
